date,R_mv,R_vw
2014-01-31,0.024784616049923262,-0.03371060747190949
2014-02-28,0.06521347195055444,0.07080640004807198
2014-03-31,-0.01087965267956801,-0.007082020545053373
2014-04-30,0.03284601110993844,0.01997779289783635
2014-05-30,0.017294861693342347,0.012618822232354044
2014-06-30,0.028151088834863277,-0.004275379664926747
2014-07-31,-0.02828177526043047,-0.03905123700213322
2014-08-29,0.0021090674874952343,0.005439829678566057
2014-09-30,-0.03901709261226995,-0.03355874169441673
2014-10-31,0.03885207988779763,-0.020287483727564337
2014-11-28,0.020788636145506717,0.027462999021555197
2014-12-31,-0.013732783254702188,-0.040310839057569096
2015-01-30,-0.03781243378033827,-0.001677234452874047
2015-02-27,0.042850294881658854,0.06096907823007783
2015-03-31,-0.02148453865747791,-0.021102769854362248
2015-04-30,0.040808776080283014,0.03746874184905677
2015-05-29,-0.0015623226083748428,-0.004580993933987462
2015-06-30,-0.008901165641833207,-0.02685198099955905
2015-07-31,0.0748258394738123,0.03207089931117423
2015-08-31,-0.04662239395072438,-0.06773674738719315
2015-09-30,-0.05446383131538842,-0.04487606817225555
2015-10-30,0.040615279656296535,0.0725992486704721
2015-11-30,0.009515163968264843,-0.016973889276470106
2015-12-31,0.000988277700060488,-0.02620565568271167
2016-01-29,-0.0522591996098417,-0.06538827174475827
2016-02-29,-0.03161679115366328,-0.021641966919848037
2016-03-31,0.05279055475554035,0.0645499190848506
2016-04-29,0.018008020608815296,0.024964709363099566
2016-05-31,0.0051890557848799975,-0.0018497764915687592
2016-06-30,-0.028898233268692123,-0.048103152867699644
2016-07-29,0.03667970133235082,0.04050205811853813
2016-08-31,-0.047554450153595794,0.00534235314885023
2016-09-30,0.024024552515938654,0.0073648460570591235
2016-10-31,-0.02435314754003442,-0.03042954325224259
2016-11-30,0.005189564048795046,-0.0229039053126704
2016-12-30,0.001886675922144818,0.050160310591360203
2017-01-31,-0.02190071183670767,0.01855850317651143
2017-02-28,0.022375488697594637,0.011610859513449489
2017-03-31,-0.021907461485559374,0.04151168766873424
2017-04-28,0.04557792225419155,0.039207306495864694
2017-05-31,0.017725060668503496,0.0507688066704442
2017-06-30,0.011766434448234312,-0.009430406988061182
2017-07-31,0.01670263870777304,0.027456244660843062
2017-08-31,-0.08295423339584734,-0.0014093444593438892
2017-09-29,0.02708926861554245,0.03521785849825859
2017-10-31,-0.01887743546620815,0.007626111131130072
2017-11-30,-0.013681181077770355,0.0036277663889264025
2017-12-29,0.030568072845142492,0.010865430064301733
2018-01-31,0.03993175862402396,0.05576510165176524
2018-02-28,-0.023627270068328744,-0.058187166592162866
2018-03-30,-0.0029197815269875306,-0.011004662932069137
2018-04-30,0.019286533200762263,0.028378822270395898
2018-05-31,0.010967972023180301,-0.030334329884897412
2018-06-29,0.017932429760486365,-0.003967835206338574
2018-07-31,0.022192700001444386,0.031768695087245086
2018-08-31,-0.0009955342015407105,-0.026169886026630763
2018-09-28,-0.007143469324620153,0.0037353153073561005
2018-10-31,-0.0220290991993431,-0.07547319099250742
2018-11-30,0.011322987605583994,-0.003929526481149597
2018-12-31,-0.07495305321128114,-0.051464439186327635
2019-01-31,0.06097221069149961,0.06889477267698206
2019-02-28,0.02174927267694867,0.03430589041485879
2019-03-29,0.012952528858889447,0.009463641671584427
2019-04-30,-0.00985050571182454,0.038223660923213006
2019-05-31,-0.035903745663137074,-0.05263413650954557
2019-06-28,0.032470657855233113,0.067828531983333
2019-07-31,-0.0248676394322287,-0.016138023166151406
2019-08-30,-0.027877294959212057,-0.02332332902477628
2019-09-30,-0.006637235776446886,0.02775311390823741
2019-10-31,0.010600685188867125,0.030899711988160054
2019-11-29,0.02955911148341736,0.016634336431384362
2019-12-31,0.05596444693154419,0.04005840060975784
2020-01-31,1.990754862339801e-05,-0.02686252759069197
2020-02-28,-0.0742611584952129,-0.09462609928749813
2020-03-31,-0.11933609396735628,-0.15296258250294462
2020-04-30,0.0689616396159491,0.062469932974478615
2020-05-29,0.026654140508045862,0.04441732303440002
2020-06-30,0.001833637706806568,0.040706002014052
2020-07-31,0.04639475150096422,0.0347988429167135
2020-08-31,0.03472600284740989,0.04456292478716038
2020-09-30,-0.05297135816628809,-0.03744534240283104
2020-10-30,-0.02793220320181844,-0.05236538838530316
2020-11-30,0.14240277083447028,0.18284072950865887
2020-12-31,0.0434290720186292,0.04586283887360827
2021-01-29,-0.008613285983466272,-0.020252814589505216
2021-02-26,-0.015698579383845494,0.03448104285983346
2021-03-31,0.018681032044686758,0.035314784765919406
2021-04-30,0.03328662296239793,0.05413968447363519
2021-05-31,0.019289039744241326,0.04587368403238289
2021-06-30,-0.013622118052104778,-0.016736209887447787
2021-07-30,0.043431475661234786,0.01694331775781807
2021-08-31,0.012117533340899822,0.0141399895413615
2021-09-30,-0.06261424140786437,-0.04655397766892392
2021-10-29,0.024886415084764753,0.046707792493802774
2021-11-30,-0.016731575676786622,-0.048265466984073135
2021-12-31,0.05017457907241642,0.06743394175221712
2022-01-31,-0.04693287010530245,-0.04225063436440793
2022-02-28,0.004104685139096281,-0.03440897899050477
2022-03-31,0.02277052370142083,0.005067458239857244
2022-04-29,-0.03375407712283665,-0.05881069701248706
2022-05-31,-0.001243381848230907,0.009888203312450557
2022-06-30,-0.06591662782411795,-0.09895003042563186
2022-07-29,0.03421426446376325,0.051161178012977065
2022-08-31,-0.0452709177703865,-0.05771565952445184
2022-09-30,-0.12004352262057856,-0.08914346375088901
2022-10-31,0.0800137387243821,0.07730825682574027
2022-11-30,0.09220014385835014,0.10978731584527807
2022-12-30,0.004313289487519006,-0.008649437669805405
2023-01-31,-0.0007193226534389918,0.09139022814321542
2023-02-28,-0.011083754390188025,-0.004931105134580525
2023-03-31,0.007091791293661739,0.02598585995569903
2023-04-28,0.044117117749944694,0.0413674316988375
2023-05-31,-0.04020934408446299,-0.06019202290422328
2023-06-30,-0.10552522322400619,0.05267575380386256
2023-07-31,0.03459073433131721,0.02666922054602681
2023-08-31,-0.033801533102162606,-0.037378220781097586
2023-09-29,-0.031139103840468373,-0.04015676301148586
2023-10-31,-0.021254153250154357,-0.036690620411423944
2023-11-30,0.0424817194000293,0.09886995511889421
2023-12-29,0.038606946281311054,0.05012998242198502
2024-01-31,-0.007129573811397604,-0.0023908384857526128
2024-02-29,0.0012331231422268276,0.01921416910221853
2024-03-29,0.028374518512455173,0.03387752508738005
2024-04-30,0.015146970649111403,-0.02385049187082409
2024-05-31,0.04250461042471439,0.04529122580912606
2024-06-28,-0.021754781709920044,-0.029451955320493925
2024-07-31,0.050165997157831016,0.025833745755981356
2024-08-30,0.026296392963091435,0.0374787652031976
2024-09-30,-0.0102650873788806,0.011734020287816104
2024-10-31,-0.020373638372065378,-0.058205952295854055
2024-11-29,-0.024016355188198966,-0.010298651279031885
2024-12-31,-0.021543056737727564,-0.016135125386871594
2025-01-31,0.03905627944728445,0.06884043462871892
2025-02-28,0.009440186451517668,0.030936979163475927
2025-03-31,0.01867681823646558,0.0009723615244105544
2025-04-30,0.09378434077399847,0.04126592312445402
2025-05-30,-0.0023250600758722966,0.045495741348791745
2025-06-30,0.00886011822605665,0.019924135048079952
2025-07-31,-0.025363845816185233,-0.010819069595706233
2025-08-29,0.022679800901710994,0.030906901933813558
2025-09-30,0.003671454364556302,0.021393911071312412
2025-10-31,-0.012149246491935977,0.010171576280029359
2025-11-28,0.012879504612949453,0.016791904736814602
2025-12-31,0.05303207177550325,0.03715941304167622
